Date,Open,High,Low,Close
2008-01-02,146.52999877929688,146.99000549316406,143.8800048828125,144.92999267578125
2008-01-03,144.91000366210938,145.49000549316406,144.07000732421875,144.86000061035156
2008-01-04,143.33999633789062,143.44000244140625,140.91000366210938,141.30999755859375
2008-01-07,141.80999755859375,142.22999572753906,140.10000610351562,141.19000244140625
2008-01-08,142.0800018310547,142.89999389648438,138.44000244140625,138.91000366210938
2008-01-09,139.08999633789062,140.7899932861328,137.6999969482422,140.3699951171875
2008-01-10,139.67999267578125,142.8000030517578,139.3699951171875,141.2899932861328
2008-01-11,140.77999877929688,141.89999389648438,139.0,140.14999389648438
2008-01-14,141.16000366210938,141.86000061035156,140.39999389648438,141.27999877929688
2008-01-15,139.7899932861328,141.49000549316406,137.89999389648438,138.1699981689453
2008-01-16,137.36000061035156,139.1199951171875,136.27999877929688,136.97999572753906
2008-01-17,137.80999755859375,137.8800048828125,132.92999267578125,133.42999267578125
2008-01-18,134.74000549316406,135.02000427246094,131.10000610351562,132.05999755859375
2008-01-22,127.20999908447266,132.42999267578125,126.0,130.72000122070312
2008-01-23,127.08999633789062,134.19000244140625,126.83999633789062,133.86000061035156
2008-01-24,134.47999572753906,135.4600067138672,133.30999755859375,134.99000549316406
2008-01-25,136.50999450683594,136.75999450683594,132.60000610351562,133.0399932861328
2008-01-28,133.25999450683594,135.52000427246094,132.05999755859375,135.24000549316406
2008-01-29,136.10000610351562,136.4499969482422,134.8800048828125,135.91000366210938
2008-01-30,135.5800018310547,138.5399932861328,134.60000610351562,134.91000366210938
2008-01-31,133.39999389648438,138.5399932861328,133.1999969482422,137.3699951171875
2008-02-01,137.94000244140625,139.61000061035156,137.52000427246094,139.5800018310547
2008-02-04,139.2100067138672,139.3000030517578,137.63999938964844,137.82000732421875
2008-02-05,135.94000244140625,136.25,133.6699981689453,134.1300048828125
2008-02-06,134.5800018310547,135.25,132.41000366210938,133.0500030517578
2008-02-07,131.8000030517578,134.7899932861328,131.72999572753906,133.92999267578125
2008-02-08,133.08999633789062,134.22000122070312,132.10000610351562,133.07000732421875
2008-02-11,133.10000610351562,134.22999572753906,132.0399932861328,133.75
2008-02-12,134.91000366210938,136.30999755859375,133.97999572753906,134.99000549316406
2008-02-13,136.00999450683594,137.05999755859375,135.13999938964844,136.3699951171875
2008-02-14,136.9499969482422,137.0,134.7899932861328,135.1699981689453
2008-02-15,134.5,135.22000122070312,133.91000366210938,135.13999938964844
2008-02-19,136.72000122070312,136.88999938964844,134.61000061035156,135.52000427246094
2008-02-20,133.99000549316406,136.5500030517578,133.75999450683594,135.9199981689453
2008-02-21,136.66000366210938,137.00999450683594,134.07000732421875,134.7899932861328
2008-02-22,134.97000122070312,135.85000610351562,132.86000061035156,135.6199951171875
2008-02-25,135.5399932861328,137.64999389648438,134.77999877929688,137.3300018310547
2008-02-26,136.75,138.9499969482422,136.5,138.36000061035156
2008-02-27,137.55999755859375,139.13999938964844,137.41000366210938,138.22000122070312
2008-02-28,137.24000549316406,137.9600067138672,136.5500030517578,136.8699951171875
2008-02-29,135.60000610351562,135.67999267578125,132.77999877929688,133.82000732421875
2008-03-03,133.13999938964844,133.80999755859375,132.24000549316406,133.5
2008-03-04,132.22999572753906,133.39999389648438,130.99000549316406,132.99000549316406
2008-03-05,133.4199981689453,134.77000427246094,132.33999633789062,133.8300018310547
2008-03-06,132.97999572753906,133.22000122070312,130.5500030517578,131.05999755859375
2008-03-07,129.77000427246094,131.74000549316406,128.5800018310547,129.7100067138672
2008-03-10,129.83999633789062,129.92999267578125,127.58999633789062,128.0
2008-03-11,130.72000122070312,132.72000122070312,128.9499969482422,132.60000610351562
2008-03-12,132.74000549316406,133.77000427246094,131.16000366210938,131.36000061035156
2008-03-13,129.61000061035156,132.63999938964844,128.60000610351562,131.64999389648438
2008-03-14,132.77000427246094,132.80999755859375,127.77999877929688,129.61000061035156
