,Open,High,Low,Close
2023-01-03,14.85099983215332,14.996000289916992,14.095999717712402,14.3149995803833
2023-01-04,14.56700038909912,14.852999687194824,14.241000175476074,14.74899959564209
2023-01-05,14.491000175476074,14.564000129699709,14.14799976348877,14.265000343322754
2023-01-06,14.473999977111816,15.010000228881836,14.034000396728516,14.859000205993652
2023-01-09,15.284000396728516,16.055999755859375,15.140999794006348,15.628000259399414
2023-01-10,15.506999969482422,15.961999893188477,15.472000122070312,15.909000396728516
2023-01-11,15.84000015258789,16.027999877929688,15.562999725341797,16.000999450683594
2023-01-12,16.100000381469727,16.636999130249023,15.491999626159668,16.51099967956543
2023-01-13,16.277999877929688,16.922000885009766,16.165000915527344,16.89900016784668
2023-01-17,16.89900016784668,17.72800064086914,16.89900016784668,17.70199966430664
2023-01-18,17.66699981689453,17.87299919128418,17.281999588012695,17.37700080871582
2023-01-19,17.035999298095703,17.19700050354004,16.731000900268555,16.764999389648438
2023-01-20,17.01099967956543,17.856000900268555,16.825000762939453,17.839000701904297
2023-01-23,18.06399917602539,19.2450008392334,17.81800079345703,19.19300079345703
2023-01-24,18.82699966430664,19.4950008392334,18.81999969482422,19.26499938964844
2023-01-25,18.913000106811523,19.3700008392334,18.57999992370605,19.32299995422364
2023-01-26,19.701000213623047,20.166000366210938,19.277999877929688,19.802000045776367
2023-01-27,19.46199989318848,20.62800025939941,19.405000686645508,20.364999771118164
2023-01-30,19.950000762939453,20.13999938964844,19.14999961853028,19.16200065612793
2023-01-31,19.170000076293945,19.687000274658203,18.950000762939453,19.53700065612793
2023-02-01,19.69099998474121,21.191999435424805,19.61100006103516,20.94300079345703
2023-02-02,21.0,21.948999404907227,20.700000762939453,21.708999633789062
2023-02-03,21.0,21.7450008392334,20.78899955749512,21.100000381469727
2023-02-06,20.80599975585937,21.56999969482422,20.785999298095703,21.089000701904297
2023-02-07,21.381999969482425,22.25900077819824,21.14999961853028,22.17300033569336
2023-02-08,22.386999130249023,22.87800025939941,22.007999420166016,22.20499992370605
2023-02-09,22.606000900268555,23.020000457763672,22.1200008392334,22.33699989318848
2023-02-10,21.690000534057617,22.077999114990234,20.81100082397461,21.26499938964844
2023-02-13,21.538000106811523,22.04800033569336,20.96199989318848,21.788000106811523
2023-02-14,21.577999114990234,23.04899978637696,21.36599922180176,22.97100067138672
2023-02-15,22.54899978637696,22.854999542236328,22.106000900268555,22.763999938964844
2023-02-16,22.132999420166016,22.549999237060547,21.927000045776367,22.00200080871582
2023-02-17,21.631000518798828,21.739999771118164,20.975000381469727,21.38800048828125
2023-02-21,21.0,21.49399948120117,20.61800003051757,20.655000686645508
2023-02-22,20.707000732421875,21.10400009155273,20.42099952697754,20.753999710083008
2023-02-23,23.440000534057617,23.88800048828125,23.02499961853028,23.66399955749512
