ticker,algorithm,start_date,end_date,years,initial_qty,start_price,end_price,start_value,final_shares,final_value,bank,total,total_return_pct,annualized_return_pct,vs_bah_return_pct,vs_bah_total,vs_bah_shares,num_transactions,error
NVDA,buy-and-hold,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,10000,1802799.9877929688,0.0,1802799.9877929688,25.587901209424107,25.607500965958895,0.0,0.0,0,1,
NVDA,sd/5.0%/25.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9562,1723837.3483276367,109551.51374816895,1833388.8620758057,27.718804552863435,27.740208940554933,2.1309033434393285,30588.874282836914,-438,74,
NVDA,sd/5.0%/33.33%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9397,1694091.1485290527,148640.0975189209,1842731.2460479736,28.36962017484128,28.39158060630067,2.7817189654171735,39931.25825500488,-603,74,
NVDA,sd/5.0%/50.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9044,1630452.308959961,230249.165184021,1860701.474143982,29.621474649055692,29.644510989743146,4.033573439631585,57901.48635101318,-956,74,
NVDA,sd/5.0%/66.67%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8666,1562306.4694213867,315259.3257369995,1877565.7951583862,30.79628865829799,30.820342235872687,5.208387448873882,74765.80736541748,-1334,74,
NVDA,sd/5.0%/75.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8464,1525889.9096679688,359326.4602432251,1885216.3699111938,31.329248294839353,31.353765735599914,5.741347085415246,82416.3821182251,-1536,74,
NVDA,sd/5.0%/100.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,7835,1412493.790435791,493964.30949401855,1906458.0999298096,32.80900440153927,32.834817507712245,7.221103192115162,103658.11213684082,-2165,74,
NVDA,sd/7.5%/25.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9647,1739161.148223877,99735.01809692383,1838896.1663208008,28.102458195050012,28.124190094359093,2.514556985625905,36096.17852783203,-353,38,
NVDA,sd/7.5%/33.33%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9502,1713020.548400879,136980.701713562,1850001.250114441,28.876068232681217,28.898462928685188,3.2881670232571096,47201.26232147217,-498,38,
NVDA,sd/7.5%/50.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9191,1656953.4687805176,214541.56315612793,1871495.0319366455,30.37338294667152,30.39706950591352,4.785481737247412,68695.04414367676,-809,38,
NVDA,sd/7.5%/66.67%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8842,1594035.749206543,297295.2835159302,1891331.0327224731,31.755212170073232,31.780101416278583,6.167310960649125,88531.0449295044,-1158,38,
NVDA,sd/7.5%/75.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8656,1560503.6694335938,340194.328086853,1900697.9975204468,32.40774015856086,32.43320079800047,6.819838949136756,97898.00972747803,-1344,38,
NVDA,sd/7.5%/100.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8049,1451073.7101745605,474483.66972351074,1925557.3798980713,34.139511669160036,34.16649941335277,8.55161045973593,122757.39210510254,-1951,38,
NVDA,sd/9.05%/25.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9537,1719330.3483581543,112635.57305145264,1831965.921409607,27.61967867477187,27.640998570523823,2.031777465347762,29165.933616638184,-463,26,
NVDA,sd/9.05%/33.33%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9364,1688141.908569336,152716.8914642334,1840858.8000335693,28.23918054389538,28.261029348751453,2.6512793344712726,38058.812240600586,-636,26,
NVDA,sd/9.05%/50.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8989,1620536.9090270996,236493.03505706787,1857029.9440841675,29.365705979451974,29.388521822852564,3.777804770027867,54229.95629119873,-1011,26,
NVDA,sd/9.05%/66.67%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8586,1547884.069519043,323488.7907409668,1871372.8602600098,30.364872138728423,30.388551321516587,4.776970929304316,68572.87246704102,-1414,26,
NVDA,sd/9.05%/75.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8376,1510025.2697753906,367765.9430465698,1877791.2128219604,30.811991859682227,30.836059083334,5.22409065025812,74991.2250289917,-1624,26,
NVDA,sd/9.05%/100.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,7711,1390139.0705871582,503595.5874404907,1893734.658027649,31.92265518062064,31.947690839250463,6.334753971196534,90934.67023468018,-2289,26,
NVDA,sd/9.15%/25.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9535,1718969.7883605957,113892.06890106201,1832861.8572616577,27.682091978543344,27.703465067380904,2.094190769119237,30061.869468688965,-465,26,
NVDA,sd/9.15%/33.33%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,9357,1686879.9485778809,154976.93663024902,1841856.8852081299,28.30870984451112,28.330618139292607,2.720808635087014,39056.89741516113,-643,26,
NVDA,sd/9.15%/50.0%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8981,1619094.6690368652,239531.5248336792,1858626.1938705444,29.476905037491957,29.49981670266255,3.8890038280678496,55826.20607757568,-1019,26,
NVDA,sd/9.15%/66.67%,2024-10-22,2025-10-22,0.999315537303217,10000,143.54885864257812,180.27999877929688,1435488.5864257812,8573,1545540.429534912,327877.65966796875,1873418.0892028809,30.507348293691344,30.53115101301447,4.919447084267237,70618.10140991211,-1427,26,
