Date,Open,High,Low,Close
2020-11-11,296.07000732421875,296.1400146484375,292.92999267578125,294.1099853515625
2020-11-12,292.2200012207031,293.32000732421875,289.19000244140625,291.04998779296875
2020-11-13,292.9700012207031,295.9200134277344,292.4200134277344,295.1499938964844
2020-11-16,299.2799987792969,300.0799865722656,297.57000732421875,299.9800109863281
2020-11-17,297.30999755859375,299.1499938964844,295.6000061035156,298.30999755859375
2020-11-18,299.20001220703125,299.75,294.760009765625,294.760009765625
2020-11-19,294.05999755859375,295.80999755859375,292.8999938964844,295.3299865722656
2020-11-20,294.2200012207031,294.5899963378906,292.20001220703125,292.5299987792969
2020-11-23,294.260009765625,296.6499938964844,293.4800109863281,295.8900146484375
2020-11-24,298.94000244140625,301.1099853515625,298.29998779296875,300.42999267578125
2020-11-25,299.95001220703125,300.0400085449219,298.04998779296875,298.739990234375
2020-11-27,299.44000244140625,300.20001220703125,298.1700134277344,299.239990234375
2020-11-30,297.5199890136719,297.79998779296875,294.75,296.6199951171875
2020-12-01,299.7300109863281,301.010009765625,298.17999267578125,298.44000244140625
2020-12-02,297.1000061035156,299.3399963378906,296.3500061035156,299.17999267578125
2020-12-03,299.3800048828125,301.3999938964844,299.04998779296875,300.05999755859375
2020-12-04,300.739990234375,302.5899963378906,300.6000061035156,302.5899963378906
2020-12-07,301.7699890136719,302.1600036621094,300.0,301.1000061035156
2020-12-08,300.010009765625,302.8699951171875,299.9800109863281,302.20001220703125
2020-12-09,303.2200012207031,303.6000061035156,299.9700012207031,300.8800048828125
2020-12-10,299.989990234375,301.1499938964844,299.20001220703125,300.5400085449219
2020-12-11,299.42999267578125,301.17999267578125,298.67999267578125,300.92999267578125
2020-12-14,303.0199890136719,303.79998779296875,299.0,299.1000061035156
2020-12-15,300.95001220703125,302.94000244140625,299.4800109863281,302.6199951171875
2020-12-16,302.5400085449219,302.8699951171875,301.32000732421875,302.1499938964844
2020-12-17,303.2200012207031,303.7099914550781,302.8500061035156,303.489990234375
2020-12-18,303.07000732421875,303.1400146484375,300.2300109863281,301.8999938964844
2020-12-21,298.7900085449219,302.9700012207031,297.4200134277344,302.1400146484375
2020-12-22,301.8399963378906,301.8800048828125,299.8599853515625,300.07000732421875
2020-12-23,301.20001220703125,302.7900085449219,301.1400146484375,301.2799987792969
2020-12-24,301.6600036621094,302.1000061035156,300.92999267578125,302.0199890136719
2020-12-28,303.69000244140625,305.1499938964844,303.3500061035156,304.0
2020-12-29,305.42999267578125,305.70001220703125,302.6400146484375,303.4599914550781
2020-12-30,304.1099853515625,305.1300048828125,303.8599853515625,304.1300048828125
2020-12-31,304.0,306.2900085449219,303.3500061035156,305.7900085449219
2021-01-04,306.5899963378906,306.6600036621094,298.739990234375,302.32000732421875
2021-01-05,301.92999267578125,305.04998779296875,301.3800048828125,303.8399963378906
2021-01-06,303.75,310.239990234375,303.05999755859375,308.2099914550781
2021-01-07,309.7200012207031,311.9800109863281,309.05999755859375,310.5
2021-01-08,311.25,311.42999267578125,307.989990234375,311.0400085449219
2021-01-11,308.489990234375,311.0,308.4200134277344,310.1700134277344
2021-01-12,310.17999267578125,311.25,308.9100036621094,310.739990234375
2021-01-13,310.6300048828125,311.6000061035156,309.9200134277344,310.6300048828125
2021-01-14,311.5899963378906,312.2699890136719,309.8900146484375,310.04998779296875
2021-01-15,308.010009765625,309.32000732421875,306.0299987792969,308.1199951171875
2021-01-19,310.3599853515625,310.739990234375,308.6000061035156,309.32000732421875
