,Open,High,Low,Close
2024-01-01,99.8966391353445,100.206721729311,99.79327827068902,100.0
2024-01-02,99.84050451293004,100.31899097413992,99.68100902586009,100.0
2024-01-03,99.7686738179231,100.4626523641538,99.5373476358462,100.0
2024-01-04,99.94063458396653,100.11873083206694,99.88126916793306,100.0
2024-01-05,99.87729607431527,100.24540785136946,99.75459214863052,100.0
2024-01-06,99.9953944309957,100.0092111380086,99.9907888619914,100.0
2024-01-07,99.86076036470108,100.27847927059783,99.72152072940217,100.0
2024-01-08,99.78541269979591,100.42917460040816,99.57082539959184,100.0
2024-01-09,99.84564907770591,100.30870184458817,99.69129815541181,100.0
2024-01-10,99.75748965089602,100.48502069820795,99.51497930179204,100.0
2024-01-11,99.97320214388708,100.05359571222586,99.94640428777414,100.0
2024-01-12,99.83943549496176,100.32112901007648,99.67887098992352,100.0
2024-01-13,99.84114205233337,100.31771589533327,99.68228410466673,100.0
2024-01-14,99.75916635419696,100.48166729160609,99.51833270839391,100.0
2024-01-15,99.84433034264134,100.31133931471732,99.68866068528268,100.0
2024-01-16,99.8623340623459,100.27533187530821,99.72466812469179,100.0
2024-01-17,99.93466685316888,100.13066629366224,99.86933370633776,100.0
2024-01-18,99.82326154683018,100.35347690633965,99.64652309366036,100.0
2024-01-19,99.79978631646577,100.40042736706847,99.59957263293153,100.0
2024-01-20,99.90803266486837,100.18393467026326,99.81606532973673,100.0
2024-01-21,99.81457642773708,100.37084714452584,99.62915285547416,100.0
2024-01-22,99.78624939975546,100.42750120048906,99.57249879951094,100.0
2024-01-23,99.94357457073966,100.11285085852069,99.88714914147933,100.0
2024-01-24,99.93990399859894,100.12019200280213,99.87980799719787,100.0
2024-01-25,99.82731925238652,100.34536149522697,99.65463850477305,100.0
2024-01-26,99.95876515763304,100.08246968473391,99.9175303152661,100.0
2024-01-27,99.84252682460387,100.31494635079228,99.68505364920772,100.0
2024-01-28,99.96701486437462,100.06597027125075,99.93402972874927,100.0
2024-01-29,99.89378236140821,100.21243527718357,99.78756472281641,100.0
2024-01-30,99.76280059782765,100.4743988043447,99.5256011956553,100.0
2024-01-31,109.79462169019405,110.4107566196119,109.5892433803881,110.0
2024-02-01,109.92389959955617,110.15220080088768,109.84779919911232,110.0
2024-02-02,109.94408285572997,110.11183428854007,109.88816571145992,110.0
2024-02-03,109.9220764350913,110.1558471298174,109.8441528701826,110.0
2024-02-04,109.91557246880777,110.16885506238447,109.83114493761555,110.0
2024-02-05,109.99704579782956,110.00590840434089,109.99409159565913,110.0
2024-02-06,109.84308665749488,110.31382668501024,109.68617331498977,110.0
2024-02-07,109.82342040691947,110.35315918616107,109.64684081383895,110.0
2024-02-08,109.98987935104194,110.02024129791613,109.97975870208386,110.0
2024-02-09,109.94942015086231,110.1011596982754,109.8988403017246,110.0
2024-02-10,109.95806058910728,110.08387882178545,109.91612117821457,110.0
2024-02-11,109.99614130243432,110.00771739513135,109.99228260486865,110.0
2024-02-12,109.91683647016404,110.16632705967191,109.83367294032809,110.0
2024-02-13,109.97175153350864,110.05649693298271,109.94350306701728,110.0
2024-02-14,109.99763695939373,110.00472608121255,109.99527391878745,110.0
2024-02-15,109.89282911422605,110.21434177154791,109.78565822845209,110.0
2024-02-16,109.77634629960356,110.4473074007929,109.55269259920712,110.0
2024-02-17,109.72564068238167,110.54871863523667,109.45128136476333,110.0
2024-02-18,109.99226108708375,110.01547782583252,109.98452217416748,110.0
2024-02-19,109.79336288510055,110.4132742297989,109.5867257702011,110.0
2024-02-20,109.97762675889886,110.04474648220227,109.95525351779773,110.0
2024-02-21,109.81905735343986,110.36188529312028,109.63811470687972,110.0
2024-02-22,109.89994103515644,110.20011792968711,109.79988207031289,110.0
2024-02-23,109.88911446179173,110.22177107641653,109.77822892358346,110.0
2024-02-24,109.75556784017161,110.48886431965677,109.51113568034323,110.0
2024-02-25,109.80087892689363,110.39824214621272,109.60175785378726,110.0
2024-02-26,109.893524526049,110.21295094790199,109.78704905209803,110.0
2024-02-27,109.73489843881417,110.53020312237166,109.46979687762833,110.0
2024-02-28,109.93536036690546,110.1292792661891,109.8707207338109,110.0
2024-02-29,109.91314931213716,110.17370137572566,109.82629862427433,110.0
2024-03-01,119.9394540237935,120.12109195241298,119.87890804758702,120.0
2024-03-02,119.75789126853613,120.48421746292775,119.51578253707227,120.0
2024-03-03,119.8364465323377,120.32710693532461,119.6728930646754,120.0
2024-03-04,119.82593638708408,120.34812722583183,119.65187277416817,120.0
2024-03-05,119.7247952654507,120.55040946909861,119.4495905309014,120.0
2024-03-06,119.99179496176806,120.01641007646387,119.98358992353613,120.0
2024-03-07,119.9659176354994,120.06816472900121,119.9318352709988,120.0
2024-03-08,119.92854529981689,120.14290940036621,119.85709059963379,120.0
2024-03-09,119.92505970972032,120.14988058055937,119.85011941944063,120.0
2024-03-10,119.93003011316068,120.13993977367863,119.86006022632137,120.0
