,Open,High,Low,Close
2024-01-01,149.86747458851434,150.2650508229713,149.7349491770287,150.0
2024-01-02,149.9610745853728,150.07785082925434,149.92214917074566,150.0
2024-01-03,149.92802809748724,150.14394380502554,149.85605619497446,150.0
2024-01-04,149.71718272715842,150.56563454568317,149.43436545431683,150.0
2024-01-05,149.98517956701156,150.02964086597692,149.9703591340231,150.0
2024-01-06,149.69873466480325,150.60253067039346,149.3974693296065,150.0
2024-01-07,149.74578104733487,150.50843790533025,149.49156209466975,150.0
2024-01-08,149.96733897207858,150.06532205584284,149.93467794415716,150.0
2024-01-09,149.88977264971777,150.22045470056443,149.77954529943557,150.0
2024-01-10,149.8754011289077,150.2491977421846,149.7508022578154,150.0
