,Open,High,Low,Close
2024-01-01,99.7586946811496,100.48261063770079,99.51738936229923,100.0
2024-01-02,101.97092277109118,102.25037287002641,101.87777273811278,102.0640728040696
2024-01-03,103.94444191500692,104.46620566018,103.7705206666159,104.11836316339794
2024-01-04,106.14226413259976,106.17487672297624,106.13139326914093,106.15313499605858
2024-01-05,108.10777570901165,108.26068276004622,108.05680669200012,108.15874472602317
2024-01-06,109.9131764625709,110.55070803832838,109.70066593731842,110.1256869878234
2024-01-07,111.99276197501415,112.14839507850925,111.94088427384911,112.04463967617919
2024-01-08,113.80811758825067,114.10328920475524,113.70972704941582,113.90650812708553
2024-01-09,115.66363525505992,115.78013415277968,115.62480228915332,115.70246822096651
2024-01-10,117.1422714003067,117.98748181022867,116.86053459699937,117.42400820361402
2024-01-11,118.7831766612794,119.62255375755716,118.50338429585348,119.06296902670532
2024-01-12,120.56870910715485,120.69733083582035,120.52583519759968,120.61158301671001
2024-01-13,121.84780113537337,122.49192979601192,121.63309158182719,122.06251068891956
2024-01-14,123.36700708826515,123.49261241983946,123.32513864440706,123.40887553212326
2024-01-15,124.55675573821343,124.8193783207904,124.46921487735445,124.64429659907242
2024-01-16,125.47816545786982,126.33242532908261,125.19341216746557,125.76291874827409
2024-01-17,126.62536447688512,127.02759222758915,126.49128855998377,126.75944039378646
2024-01-18,127.43540190244426,128.01661208960863,127.24166517338945,127.62913863149905
2024-01-19,128.2365904675754,128.63049393329206,128.1052893123365,128.36789162281428
2024-01-20,128.86614994161144,129.1842945057141,128.7601017535772,128.97219812964565
2024-01-21,129.28562853023428,129.74632526397633,129.13206295232024,129.43919410814829
2024-01-22,129.48312904628568,130.33374075504256,129.19959181003338,129.76666628253798
2024-01-23,129.77944235612503,130.30030319175074,129.60582207758313,129.95306263466694
2024-01-24,129.78639877915512,130.41970172061616,129.57529779866812,129.99749975964212
2024-01-25,129.85142404210777,129.99645307365975,129.80308103159047,129.8997670526251
2024-01-26,129.43572614890311,130.10953082310436,129.21112459083605,129.6603277069702
2024-01-27,129.2050627299089,129.4308240970954,129.12980894084671,129.28031651897106
2024-01-28,128.6618579669068,128.960887595043,128.56218142419476,128.76153450961888
2024-01-29,127.93391226091451,128.45149664475983,127.76138413296604,128.10644038886295
2024-01-30,127.07025995198441,127.81389680451066,126.82238100114232,127.31813890282649
2024-01-31,126.13911410321715,126.9228701511839,125.87786208722824,126.40036611920607
2024-02-01,125.18593418093333,125.70054679990905,125.01439664127474,125.3574717205919
2024-02-02,124.0059702443005,124.57125468028404,123.81754209897267,124.19439838962835
2024-02-03,122.83156263051626,123.08684989011633,122.74646687731624,122.91665838371628
