,Open,High,Low,Close
2024-01-01,99.75779683442343,100.48440633115314,99.51559366884686,100.0
2024-01-02,99.89644395839643,100.20711208320714,99.79288791679285,100.0
2024-01-03,99.97115345778138,100.05769308443723,99.94230691556277,100.0
2024-01-04,99.93216122566633,100.13567754866732,99.86432245133268,100.0
2024-01-05,99.81323596240273,100.37352807519453,99.62647192480547,100.0
2024-01-06,99.99337110162337,100.01325779675325,99.98674220324673,100.0
2024-01-07,99.82230476501883,100.35539046996236,99.64460953003766,100.0
2024-01-08,99.78802869437627,100.42394261124747,99.57605738875253,100.0
2024-01-09,99.84015290994326,100.31969418011349,99.68030581988653,100.0
2024-01-10,99.90852315592103,100.18295368815795,99.81704631184205,100.0
2024-01-11,99.81545313090606,100.36909373818787,99.63090626181213,100.0
2024-01-12,99.86118775834271,100.27762448331458,99.72237551668542,100.0
2024-01-13,99.87550091320777,100.24899817358445,99.75100182641555,100.0
2024-01-14,99.93735816253536,100.12528367492928,99.87471632507072,100.0
2024-01-15,99.94946958523529,100.10106082952942,99.89893917047058,100.0
2024-01-16,99.77021962916356,100.45956074167289,99.54043925832711,100.0
2024-01-17,99.75725143816595,100.4854971236681,99.5145028763319,100.0
2024-01-18,99.75876253583837,100.48247492832326,99.51752507167674,100.0
2024-01-19,99.88801434014427,100.22397131971145,99.77602868028855,100.0
2024-01-20,99.76962549121411,100.46074901757176,99.53925098242824,100.0
2024-01-21,99.76489750264156,100.47020499471688,99.52979500528312,100.0
2024-01-22,99.98333456848077,100.03333086303844,99.96666913696156,100.0
2024-01-23,99.93736872593294,100.12526254813412,99.87473745186588,100.0
2024-01-24,99.85945957239373,100.28108085521255,99.71891914478746,100.0
2024-01-25,99.90685265378751,100.186294692425,99.81370530757502,100.0
2024-01-26,99.90657197066574,100.18685605866852,99.81314394133149,100.0
2024-01-27,99.99465016128941,100.01069967742117,99.98930032257883,100.0
2024-01-28,99.98119798828692,100.03760402342617,99.96239597657383,100.0
2024-01-29,99.90363654461777,100.19272691076446,99.80727308923554,100.0
2024-01-30,99.79852213643328,100.40295572713345,99.59704427286657,100.0
2024-01-31,99.75332564580856,100.49334870838287,99.50665129161713,100.0
2024-02-01,99.83293255520266,100.33413488959468,99.6658651104053,100.0
2024-02-02,99.8391784949255,100.32164301014899,99.67835698985101,100.0
2024-02-03,99.87330521937552,100.25338956124897,99.74661043875102,100.0
2024-02-04,99.84784869647049,100.30430260705903,99.69569739294099,100.0
2024-02-05,99.98298804044042,100.03402391911918,99.96597608088081,100.0
2024-02-06,99.76874248366256,100.46251503267487,99.53748496732514,100.0
2024-02-07,99.92727564761005,100.14544870477991,99.85455129522009,100.0
2024-02-08,99.99555929889551,100.00888140220898,99.991118597791,100.0
2024-02-09,99.86250154539675,100.2749969092065,99.7250030907935,100.0
2024-02-10,99.89089002995539,100.21821994008924,99.78178005991076,100.0
2024-02-11,99.83375005601079,100.33249988797843,99.66750011202157,100.0
2024-02-12,99.82493762853078,100.35012474293845,99.64987525706155,100.0
2024-02-13,99.8703022179537,100.2593955640926,99.74060443590741,100.0
2024-02-14,99.77670776218478,100.44658447563044,99.55341552436957,100.0
2024-02-15,99.80398842694443,100.39202314611113,99.60797685388887,100.0
2024-02-16,99.81117330800318,100.37765338399365,99.62234661600635,100.0
2024-02-17,99.98968169812645,100.02063660374712,99.97936339625288,100.0
2024-02-18,99.8432753096259,100.3134493807482,99.68655061925179,100.0
2024-02-19,99.83144045465129,100.33711909069743,99.66288090930256,100.0
2024-02-20,99.96274434455823,100.07451131088354,99.92548868911645,100.0
2024-02-21,99.7544047715752,100.49119045684962,99.50880954315039,100.0
2024-02-22,99.95429523087763,100.09140953824473,99.90859046175525,100.0
2024-02-23,99.8536519061129,100.29269618777418,99.70730381222582,100.0
2024-02-24,99.94635894460548,100.10728211078906,99.89271788921094,100.0
2024-02-25,99.99187517721228,100.01624964557546,99.98375035442454,100.0
2024-02-26,99.84255204995422,100.31489590009156,99.68510409990844,100.0
2024-02-27,99.80068041543046,100.39863916913907,99.60136083086094,100.0
2024-02-28,99.958647515355,100.08270496929002,99.91729503070998,100.0
2024-02-29,99.97458536831412,100.05082926337174,99.94917073662826,100.0
2024-03-01,99.95254359866756,100.09491280266487,99.90508719733513,100.0
2024-03-02,99.8818786161225,100.23624276775497,99.76375723224501,100.0
2024-03-03,99.96804066514981,100.06391866970037,99.93608133029963,100.0
2024-03-04,99.87218300173483,100.25563399653035,99.74436600346965,100.0
2024-03-05,99.86454671194879,100.27090657610242,99.72909342389758,100.0
2024-03-06,99.92721069053529,100.1455786189294,99.85442138107061,100.0
2024-03-07,99.95303292759341,100.09393414481318,99.90606585518682,100.0
2024-03-08,99.85395528066968,100.29208943866064,99.70791056133936,100.0
2024-03-09,99.97244476746646,100.0551104650671,99.9448895349329,100.0
2024-03-10,99.90340297416188,100.19319405167624,99.80680594832376,100.0
2024-03-11,99.94406463491131,100.11187073017737,99.88812926982263,100.0
2024-03-12,99.92790840879653,100.14418318240695,99.85581681759305,100.0
2024-03-13,99.75112480570712,100.49775038858574,99.50224961141426,100.0
2024-03-14,99.97096530783935,100.05806938432129,99.94193061567871,100.0
2024-03-15,99.77484679510002,100.45030640979998,99.54969359020002,100.0
2024-03-16,99.78168581550153,100.43662836899694,99.56337163100306,100.0
2024-03-17,99.77152790650933,100.45694418698132,99.54305581301868,100.0
2024-03-18,99.81876597393035,100.36246805213929,99.63753194786071,100.0
2024-03-19,99.92651745266356,100.1469650946729,99.8530349053271,100.0
2024-03-20,99.98819767816248,100.02360464367503,99.97639535632497,100.0
2024-03-21,99.76615183778877,100.46769632442245,99.53230367557755,100.0
2024-03-22,99.97597444039407,100.04805111921186,99.95194888078814,100.0
2024-03-23,99.84079093255538,100.31841813488924,99.68158186511074,100.0
2024-03-24,99.91146360467913,100.17707279064174,99.82292720935826,100.0
2024-03-25,99.90896068599288,100.18207862801422,99.81792137198578,100.0
2024-03-26,99.8505635268706,100.29887294625878,99.70112705374122,100.0
2024-03-27,99.94714618263527,100.10570763472946,99.89429236527054,100.0
2024-03-28,99.96892136633349,100.062157267333,99.93784273266701,100.0
2024-03-29,99.92841939060241,100.14316121879516,99.85683878120484,100.0
2024-03-30,99.94054793699033,100.11890412601936,99.88109587398066,100.0
2024-03-31,99.79296750843288,100.41406498313424,99.58593501686578,100.0
2024-04-01,99.75318117127445,100.4936376574511,99.50636234254891,100.0
2024-04-02,99.79013797631013,100.41972404737973,99.58027595262028,100.0
2024-04-03,99.96778139712804,100.06443720574391,99.9355627942561,100.0
2024-04-04,99.99848216802005,100.00303566395989,99.99696433604012,100.0
2024-04-05,99.76694469076118,100.46611061847763,99.53388938152237,100.0
2024-04-06,99.86422893269823,100.27154213460354,99.72845786539646,100.0
2024-04-07,99.9531003680533,100.09379926389339,99.90620073610661,100.0
2024-04-08,99.87214409610499,100.25571180779002,99.74428819220996,100.0
2024-04-09,99.78129618672472,100.43740762655058,99.56259237344942,100.0
2024-04-10,99.936265170341,100.127469659318,99.87253034068199,100.0
2024-04-11,99.91625704248861,100.16748591502278,99.83251408497722,100.0
2024-04-12,99.81366648061403,100.37266703877192,99.62733296122806,100.0
2024-04-13,99.8356724854583,100.3286550290834,99.6713449709166,100.0
2024-04-14,99.9580957681855,100.08380846362901,99.91619153637097,100.0
2024-04-15,99.95569700759486,100.08860598481029,99.91139401518971,100.0
2024-04-16,99.95109831893899,100.09780336212202,99.90219663787798,100.0
2024-04-17,99.93147551984174,100.13704896031652,99.86295103968348,100.0
2024-04-18,99.9169422657151,100.16611546856981,99.83388453143017,100.0
2024-04-19,99.99629231729634,100.00741536540734,99.99258463459266,100.0
2024-04-20,99.78793163561986,100.42413672876029,99.5758632712397,100.0
2024-04-21,99.90609237414031,100.18781525171939,99.81218474828061,100.0
2024-04-22,99.83343716681371,100.33312566637258,99.6668743336274,100.0
2024-04-23,99.76267685527984,100.47464628944032,99.52535371055967,100.0
2024-04-24,99.8952345637279,100.2095308725442,99.7904691274558,100.0
2024-04-25,99.93449538700266,100.13100922599469,99.86899077400531,100.0
