Date,Open,High,Low,Close
2024-01-02,16.950000762939453,16.950000762939453,16.5,16.579999923706055
2024-01-03,16.1200008392334,16.3799991607666,16.010000228881836,16.09000015258789
2024-01-04,16.049999237060547,16.579999923706055,15.949999809265137,16.25
2024-01-05,15.699999809265137,16.128000259399414,15.663999557495117,15.979999542236328
2024-01-08,16.219999313354492,16.889999389648438,16.139999389648438,16.670000076293945
2024-01-09,16.510000228881836,16.6299991607666,16.280000686645508,16.389999389648438
2024-01-10,16.5,17.030000686645508,16.399999618530273,16.790000915527344
2024-01-11,16.809999465942383,16.93000030517578,16.170000076293945,16.68000030517578
2024-01-12,16.68000030517578,17.059999465942383,16.6200008392334,16.760000228881836
2024-01-16,16.59000015258789,16.739999771118164,16.290000915527344,16.530000686645508
2024-01-17,16.260000228881836,16.40999984741211,16.049999237060547,16.389999389648438
2024-01-18,16.75,16.809999465942383,16.100000381469727,16.399999618530273
2024-01-19,16.56999969482422,16.780000686645508,16.149999618530273,16.780000686645508
2024-01-22,17.459999084472656,18.350000381469727,17.43000030517578,17.600000381469727
2024-01-23,17.639999389648438,17.729999542236328,17.200000762939453,17.329999923706055
2024-01-24,17.510000228881836,17.649999618530273,16.735000610351562,16.75
2024-01-25,16.920000076293945,17.0,16.309999465942383,16.459999084472656
2024-01-26,16.399999618530273,16.75,16.34000015258789,16.350000381469727
2024-01-29,16.450000762939453,17.110000610351562,16.43000030517578,17.09000015258789
2024-01-30,17.040000915527344,17.239999771118164,16.65999984741211,16.739999771118164
2024-01-31,16.40999984741211,16.760000228881836,16.06999969482422,16.09000015258789
2024-02-01,16.209999084472656,16.48699951171875,16.030000686645508,16.329999923706055
2024-02-02,16.34000015258789,17.020000457763672,16.145000457763672,17.020000457763672
2024-02-05,17.559999465942383,17.8700008392334,16.479999542236328,16.719999313354492
2024-02-06,20.299999237060547,22.18000030517578,19.760000228881836,21.8700008392334
2024-02-07,21.600000381469727,23.8700008392334,21.3799991607666,23.600000381469727
2024-02-08,23.959999084472656,25.059999465942383,23.31999969482422,24.510000228881836
