withdrawal_rate,mean_bank,std_bank,abs_mean_bank,balance_score,margin_usage_pct,bank_min,bank_max,total_return,final_value,total_withdrawn
0.30000000000000004,61192.827663369884,44084.56677285918,61192.827663369884,83235.11104979948,0.0,0.0,99352.51378713056,1.5246858819616567,361408.7734088076,38800.40954025865
0.29000000000000004,61751.31840675236,44557.277080394146,61751.31840675236,84029.95694694943,0.0,0.0,100175.55277737846,1.533720789559192,362702.1203934828,37507.06255558336
0.28,62309.80915013486,45031.36973909277,62309.80915013486,84825.49401968124,0.0,0.0,100998.59176762636,1.5427556971567278,363995.46737815806,36213.715570908076
0.27,62868.29989351741,45506.80154471713,62868.29989351741,85621.70066587598,0.0,0.0,101821.6307578743,1.551790604754264,365288.8143628334,34920.36858623277
0.26,63426.790636899874,45983.5309602599,63426.790636899874,86418.55611702983,0.0,0.0,102644.6697481222,1.5608255123518002,366582.1613475087,33627.02160155749
0.25000000000000006,63985.281380282395,46461.5180424361,63985.281380282395,87216.04040150045,0.0,0.0,103467.7087383701,1.5698604199493358,367875.50833218393,32333.67461688221
0.24000000000000005,64543.77212366492,46940.724371632525,64543.77212366492,88014.13430948119,0.0,0.0,104290.74772861801,1.5788953275468716,369168.8553168592,31040.32763220692
0.23000000000000004,65102.26286704744,47421.11298515738,65102.26286704744,88812.81935962613,0.0,0.0,105113.78671886594,1.587930235144408,370462.2023015346,29746.980647531636
0.22000000000000006,65660.75361042997,47902.64831363785,65660.75361042997,89612.07776724889,0.0,0.0,105936.82570911385,1.596965142741944,371755.54928620986,28453.633662856348
0.21000000000000005,66219.24435381248,48385.29612041868,66219.24435381248,90411.89241402182,0.0,0.0,106759.86469936174,1.6060000503394793,373048.8962708851,27160.28667818106
0.20000000000000004,66777.73509719495,48869.023443820326,66777.73509719495,91212.24681910512,0.0,0.0,107582.90368960965,1.6150349579370156,374342.2432555604,25866.93969350577
0.19000000000000003,67336.22584057749,49353.798542120785,67336.22584057749,92013.12511163788,0.0,0.0,108405.94267985759,1.6240698655345518,375635.59024023573,24573.59270883048
0.18000000000000002,67894.71658395999,49839.59084113101,67894.71658395999,92814.51200452549,0.0,0.0,109228.9816701055,1.6331047731320876,376928.937224911,23280.245724155193
0.17000000000000004,68453.20732734248,50326.370884239,68453.20732734248,93616.39276946198,0.0,0.0,110052.02066035339,1.642139680729623,378222.2842095862,21986.898739479904
0.16000000000000003,69011.69807072499,50814.11028480311,69011.69807072499,94418.75321312655,0.0,0.0,110875.0596506013,1.6511745883271591,379515.63119426154,20693.551754804615
0.15000000000000002,69570.18881410753,51302.78168078037,69570.18881410753,95221.57965449772,0.0,0.0,111698.09864084923,1.6602094959246954,380808.9781789369,19400.204770129327
0.14,70128.67955749005,51792.3586914809,70128.67955749005,96024.85890323049,0.0,0.0,112521.13763109714,1.6692444035222311,382102.32516361214,18106.857785454038
0.13000000000000003,70687.17030087257,52282.81587634452,70687.17030087257,96828.57823904483,0.0,0.0,113344.17662134503,1.6782793111197671,383395.6721482874,16813.51080077875
0.12000000000000002,71245.66104425504,52774.1286956402,71245.66104425504,97632.72539207514,0.0,0.0,114167.21561159294,1.687314218717303,384689.0191329627,15520.16381610346
0.11000000000000001,71804.15178763759,53266.27347299388,71804.15178763759,98437.28852413452,0.0,0.0,114990.25460184088,1.6963491263148391,385982.366117638,14226.81683142817
0.1,72362.64253102007,53759.22735965494,72362.64253102007,99242.25621084754,0.0,0.0,115813.29359208878,1.7053840339123754,387275.71310231334,12933.469846752881
0.09000000000000001,72921.13327440256,54252.96830041556,72921.13327440256,100047.61742461033,0.0,0.0,116636.33258233668,1.7144189415099107,388569.06008698855,11640.122862077596
0.08000000000000002,73479.62401778511,54747.47500110159,73479.62401778511,100853.3615183359,0.0,0.0,117459.37157258458,1.723453849107447,389862.4070716639,10346.775877402308
0.07,74038.11476116761,55242.72689755746,74038.11476116761,101659.47820994635,0.0,0.0,118282.41056283252,1.7324887567049827,391155.75405633915,9053.428892727019
0.060000000000000005,74596.60550455013,55738.704126051554,74596.60550455013,102465.95756757591,0.0,0.0,119105.44955308043,1.741523664302519,392449.1010410145,7760.08190805173
0.05,75155.09624793264,56235.38749503231,75155.09624793264,103272.7899954488,0.0,0.0,119928.48854332832,1.7505585719000543,393742.4480256897,6466.734923376441
0.04,75713.58699131513,56732.758458168435,75713.58699131513,104079.96622039934,0.0,0.0,120751.52753357623,1.7595934794975905,395035.795010365,5173.387938701152
